Order ID,longitude,latitude,product_type,product_rating,product_price,order_timestamp
88,-123.52,41.01,tech,59.9,470,11/23/2023 7:00:00 PM
89,-122.4,37.62,toy,71.1,20,11/20/2023 5:00:00 PM
90,-118.13,34.15,toy,81.6,8,11/5/2023 2:00:00 PM
91,-122,37.98,toy,68.4,20,11/19/2023 7:00:00 PM
92,-118.45,34.25,tech,71,118,11/2/2023 1:00:00 PM
93,-117.5,33.87,toy,100,6,11/7/2023 5:00:00 PM
94,-122.22,37.84,furniture,65.5,313,11/8/2023 6:00:00 PM
95,-119.82,36.64,toy,100,17,11/26/2023 5:00:00 PM
96,-120.21,36.77,furniture,95,4252,11/14/2023 9:00:00 PM
97,-120.97,38.42,tech,64.8,539,11/21/2023 5:00:00 PM
98,-121.19,38.87,furniture,68.6,1615,11/23/2023 6:00:00 PM
99,-118.2,33.77,furniture,75.6,4603,11/13/2023 3:00:00 PM
100,-118.3,34.02,tech,97.2,378,11/30/2023 6:00:00 PM
101,-122.23,37.79,furniture,94.1,1996,11/12/2023 5:00:00 PM
102,-121.31,38.62,furniture,79.9,4473,11/12/2023 6:00:00 PM
103,-117.25,32.8,toy,63.8,11,11/28/2023 5:00:00 PM
104,-118.26,33.99,furniture,90.5,319,11/9/2023 4:00:00 PM
105,-119.39,36.54,toy,100,8,11/25/2023 4:00:00 PM
106,-121.51,38.52,tech,69,295,11/25/2023 4:00:00 PM
107,-119.18,34.27,tech,94.5,711,11/11/2023 5:00:00 PM
108,-118.18,33.77,furniture,83.9,2055,11/4/2023 6:00:00 PM
109,-122.43,37.74,tech,66.5,465,11/13/2023 7:00:00 PM
110,-117.93,33.91,furniture,72.2,3418,11/21/2023 6:00:00 PM
111,-124.16,40.77,tech,61.1,408,11/2/2023 7:00:00 PM
112,-117.95,33.63,furniture,80.4,2074,11/28/2023 6:00:00 PM
113,-118.05,34.1,tech,79.1,774,11/3/2023 2:00:00 PM
114,-116.97,32.81,tech,58,142,11/25/2023 2:00:00 PM
115,-118.85,34.17,toy,97.3,5,11/14/2023 4:00:00 PM
116,-117.73,33.63,furniture,78.7,1562,11/19/2023 3:00:00 PM
117,-122.07,37.34,furniture,73.2,4297,11/10/2023 6:00:00 PM
118,-117.18,33.02,furniture,56,2598,11/3/2023 6:00:00 PM
120,-121.96,37.3,tech,69.4,683,11/6/2023 5:00:00 PM
121,-121.74,38.55,toy,67,7,11/15/2023 5:00:00 PM
122,-118.21,33.92,toy,88.6,6,11/7/2023 4:00:00 PM
123,-121.9,36.61,tech,84.9,512,11/19/2023 4:00:00 PM
124,-117.81,33.84,toy,85.2,14,11/15/2023 5:00:00 PM
125,-118.19,33.93,toy,90.9,6,11/2/2023 5:00:00 PM
126,-120.93,37.73,tech,85.3,224,11/30/2023 4:00:00 PM
127,-122.02,37.96,toy,94.7,18,11/19/2023 7:00:00 PM
128,-122.47,37.79,toy,65.8,12,11/11/2023 5:00:00 PM
129,-117.19,34.03,furniture,88.6,1482,11/19/2023 6:00:00 PM
130,-117.24,32.8,toy,53.4,9,11/24/2023 7:00:00 PM
131,-118.13,34.1,tech,82.1,834,11/28/2023 3:00:00 PM
132,-122.42,37.73,furniture,66.4,4738,11/6/2023 10:00:00 PM
133,-118.14,34.71,toy,88,14,11/14/2023 3:00:00 PM
134,-119.76,36.75,tech,92.2,911,11/25/2023 8:00:00 PM
135,-122.34,37.56,tech,79.9,751,11/8/2023 7:00:00 PM
136,-122.45,40.46,furniture,91.4,3546,11/18/2023 4:00:00 PM
137,-118.29,33.91,tech,97.8,741,11/20/2023 5:00:00 PM
138,-118.32,33.91,toy,78.8,5,11/18/2023 3:00:00 PM
139,-122.04,37.36,tech,78.7,395,11/21/2023 7:00:00 PM
140,-117.39,34.1,toy,80.8,6,11/16/2023 3:00:00 PM
141,-122.25,37.8,toy,99.2,13,11/5/2023 7:00:00 PM
142,-117.98,34.1,toy,73.5,20,11/13/2023 4:00:00 PM
143,-120.06,36.95,furniture,100,583,11/4/2023 6:00:00 PM
144,-121.47,39.49,furniture,65.6,2285,11/20/2023 8:00:00 PM
146,-117.23,32.75,furniture,64.1,2287,11/13/2023 5:00:00 PM
147,-119.75,36.74,tech,75.8,827,11/12/2023 8:00:00 PM
148,-117.92,34.03,tech,86.9,613,11/6/2023 7:00:00 PM
149,-121.64,39.28,tech,56.4,599,11/9/2023 2:00:00 PM
150,-117.14,32.72,toy,77.2,18,11/12/2023 8:00:00 PM
151,-122.29,37.54,furniture,75.5,1824,11/8/2023 8:00:00 PM
152,-117.91,33.94,furniture,97.7,2526,11/9/2023 2:00:00 PM
153,-118.38,34.27,furniture,71.4,2123,11/25/2023 6:00:00 PM
154,-122.03,37.6,furniture,79.1,1254,11/16/2023 5:00:00 PM
155,-117.13,33.15,furniture,58.1,1032,11/20/2023 4:00:00 PM
156,-118.28,34,tech,91.6,537,11/7/2023 2:00:00 PM
157,-122.45,37.72,toy,59.6,6,11/9/2023 3:00:00 PM
158,-119.77,36.77,toy,88.8,13,11/14/2023 6:00:00 PM
159,-117.7,33.64,furniture,78.3,1855,11/6/2023 9:00:00 PM
160,-117.07,32.79,toy,61.1,14,11/15/2023 4:00:00 PM
161,-117.85,33.62,toy,78.6,7,11/21/2023 7:00:00 PM
162,-117.76,33.71,toy,97.4,7,11/14/2023 8:00:00 PM
163,-117.19,34.94,tech,87.7,837,11/13/2023 4:00:00 PM
164,-120.97,37.69,toy,76.9,6,11/2/2023 5:00:00 PM
165,-117.19,33.64,tech,64.1,305,11/21/2023 5:00:00 PM
166,-118.38,33.91,tech,93.4,304,11/23/2023 8:00:00 PM
167,-121.56,38.26,toy,100,13,11/14/2023 7:00:00 PM
168,-118.96,35.87,toy,93.2,17,11/14/2023 3:00:00 PM
169,-116.96,32.8,toy,61.5,12,11/27/2023 8:00:00 PM
170,-118.27,33.94,furniture,100,994,11/30/2023 6:00:00 PM
171,-119.18,34.19,furniture,80.5,2012,11/23/2023 7:00:00 PM
172,-118.23,33.9,tech,78.9,509,11/1/2023 6:00:00 PM
173,-120.49,37.26,tech,96.7,729,11/18/2023 7:00:00 PM
174,-121.43,38.64,furniture,48.2,1770,11/11/2023 5:00:00 PM
175,-118.14,34.17,furniture,77.7,3121,11/20/2023 7:00:00 PM
176,-119.09,35.41,furniture,100,1288,11/18/2023 6:00:00 PM
177,-118.02,33.71,toy,80.3,20,11/26/2023 6:00:00 PM
178,-121.53,39.06,tech,72.5,845,11/3/2023 7:00:00 PM
179,-119.29,34.28,toy,83.8,12,11/24/2023 8:00:00 PM
180,-121.84,37.34,toy,71.7,17,11/3/2023 8:00:00 PM
181,-117.99,33.88,tech,80.6,469,11/17/2023 9:00:00 PM
182,-122.24,37.55,toy,79.1,6,11/17/2023 8:00:00 PM
183,-121.8,37.31,furniture,58.3,2007,11/9/2023 8:00:00 PM
184,-117.43,34.08,tech,79.2,812,11/28/2023 1:00:00 PM
185,-118.28,34.02,furniture,84.8,4076,11/12/2023 4:00:00 PM
186,-117.3,33.06,tech,63.3,636,11/4/2023 4:00:00 PM
188,-117.63,34.11,tech,100,511,11/21/2023 4:00:00 PM
189,-121.94,37.33,toy,70.3,8,11/23/2023 3:00:00 PM
190,-118.07,33.93,furniture,88.6,304,11/5/2023 10:00:00 PM
191,-117.19,32.83,toy,57.9,12,11/21/2023 4:00:00 PM
192,-118.21,33.89,tech,92.7,822,11/17/2023 12:00:00 PM
193,-118.41,34.19,toy,96,13,11/18/2023 6:00:00 PM
194,-117,32.8,tech,56,858,11/12/2023 3:00:00 PM
195,-116.92,32.86,furniture,56,2936,11/26/2023 4:00:00 PM
196,-121.04,38.95,furniture,77.2,2323,11/20/2023 9:00:00 PM
197,-122.12,37.45,tech,75.5,910,11/4/2023 7:00:00 PM
198,-119.48,36.54,tech,75.4,966,11/5/2023 5:00:00 PM
200,-123.28,40.77,toy,71.9,17,11/5/2023 3:00:00 PM
201,-122.89,39.11,tech,65.5,585,11/20/2023 4:00:00 PM
202,-122.04,37.97,tech,82.1,323,11/9/2023 7:00:00 PM
203,-118.08,33.81,tech,89.9,657,11/26/2023 6:00:00 PM
204,-118.31,34.09,tech,87.3,648,11/5/2023 7:00:00 PM
205,-122.16,37.75,tech,70.3,299,11/5/2023 8:00:00 PM
206,-121.61,38.38,furniture,75.2,4747,11/10/2023 8:00:00 PM
207,-122.1,37.68,tech,92.6,730,11/21/2023 8:00:00 PM
208,-122.28,37.87,tech,77.6,994,11/20/2023 7:00:00 PM
209,-116.91,34.24,tech,59.4,857,11/16/2023 7:00:00 PM
210,-121.83,37.28,furniture,73.1,1463,11/2/2023 3:00:00 PM
211,-118.3,33.81,toy,74.6,5,11/3/2023 7:00:00 PM
212,-117.96,33.7,furniture,88.9,2539,11/1/2023 9:00:00 PM
213,-122.14,40.07,tech,87.6,692,11/25/2023 2:00:00 PM
214,-121.44,38.73,tech,60.8,871,11/23/2023 5:00:00 PM
215,-122.26,37.55,tech,75.6,899,11/19/2023 6:00:00 PM
216,-121.64,37.14,toy,68.6,16,11/5/2023 4:00:00 PM
217,-117.18,34.48,toy,91.4,10,11/28/2023 8:00:00 PM
218,-122.28,38.34,toy,81.7,12,11/30/2023 7:00:00 PM
219,-117.9,33.6,tech,93.7,228,11/13/2023 4:00:00 PM
220,-122.18,37.78,furniture,61.2,3026,11/17/2023 6:00:00 PM
221,-121.49,38.51,toy,78.8,11,11/10/2023 6:00:00 PM
222,-118.19,33.91,toy,90.4,16,11/12/2023 5:00:00 PM
223,-118.27,34.1,toy,83.1,20,11/16/2023 8:00:00 PM
224,-121.44,38.61,furniture,68.5,2586,11/6/2023 6:00:00 PM
225,-121.91,37.43,furniture,92,2990,11/22/2023 4:00:00 PM
226,-117.86,33.72,furniture,84.6,3343,11/23/2023 3:00:00 PM
227,-118.35,33.92,toy,77.4,12,11/27/2023 3:00:00 PM
228,-117.26,33.84,tech,45.2,352,11/2/2023 6:00:00 PM
229,-122.43,37.73,tech,84,638,11/1/2023 3:00:00 PM
230,-121.8,37.99,furniture,75.5,2526,11/23/2023 7:00:00 PM
231,-122.58,38.46,toy,80.4,7,11/3/2023 12:00:00 PM
232,-122.47,37.78,furniture,75.4,190,11/21/2023 5:00:00 PM
233,-118.08,34,toy,92,10,11/17/2023 6:00:00 PM
234,-122,37.35,toy,76,20,11/16/2023 6:00:00 PM
235,-119.02,35.41,toy,100,17,11/18/2023 6:00:00 PM
236,-118.13,34.18,tech,92.2,742,11/17/2023 7:00:00 PM
237,-121.94,37.27,furniture,69.3,2065,11/17/2023 5:00:00 PM
238,-120.51,35.91,furniture,84.2,3203,11/3/2023 8:00:00 PM
239,-121.65,38.03,furniture,71.8,2661,11/1/2023 7:00:00 PM
240,-121.62,39.79,toy,87.2,18,11/12/2023 5:00:00 PM
241,-117.08,32.82,toy,62.5,11,11/18/2023 4:00:00 PM
242,-123.21,39.14,toy,69.4,17,11/23/2023 3:00:00 PM
243,-119.61,36.33,furniture,100,4280,11/13/2023 9:00:00 PM
244,-114.98,33.07,furniture,74.5,2918,11/17/2023 7:00:00 PM
245,-118.38,34.04,furniture,85.5,906,11/19/2023 7:00:00 PM
246,-117.99,33.7,toy,90.1,11,11/29/2023 2:00:00 PM
247,-116.26,33.72,furniture,50.3,4702,11/6/2023 7:00:00 PM
248,-118.4,34,toy,81.3,7,11/15/2023 10:00:00 PM
249,-120.64,35.46,tech,100,913,11/23/2023 6:00:00 PM
250,-122.03,37.39,toy,67.3,11,11/23/2023 6:00:00 PM
251,-118.29,33.88,tech,91.4,890,11/10/2023 5:00:00 PM
252,-117.02,32.69,toy,47.8,8,11/15/2023 6:00:00 PM
253,-119.32,36.3,tech,100,802,11/18/2023 3:00:00 PM
254,-122.31,38.01,tech,74.6,944,11/13/2023 7:00:00 PM
255,-118.86,34.19,tech,83.3,249,11/29/2023 3:00:00 PM
256,-117.14,33.81,tech,53.2,694,11/6/2023 6:00:00 PM
257,-118.64,34.22,toy,91.4,17,11/24/2023 6:00:00 PM
258,-116.63,33.89,tech,75.9,258,11/16/2023 6:00:00 PM
259,-118.28,34.11,furniture,92.3,2823,11/1/2023 3:00:00 PM
260,-119.03,35.38,furniture,91.6,907,11/6/2023 6:00:00 PM
261,-118.26,33.88,furniture,76.5,4663,11/12/2023 6:00:00 PM
262,-117.89,33.85,toy,70.7,16,11/9/2023 7:00:00 PM
263,-122.09,37.38,furniture,80,3181,11/17/2023 5:00:00 PM
264,-122.94,39.1,furniture,76.7,206,11/23/2023 11:00:00 AM
265,-117.1,32.68,toy,58.6,18,11/29/2023 9:00:00 PM
266,-118.98,35.41,toy,89.7,9,11/2/2023 7:00:00 PM
267,-120.23,37.96,tech,64.9,496,11/4/2023 7:00:00 PM
268,-118.2,33.94,toy,85.3,20,11/1/2023 2:00:00 PM
269,-121.3,37.95,toy,70.9,15,11/21/2023 5:00:00 PM
271,-121.96,37.33,tech,88.8,384,11/7/2023 6:00:00 PM
272,-120.6,37.36,toy,69.1,8,11/21/2023 6:00:00 PM
273,-122.47,37.7,furniture,82.8,284,11/10/2023 6:00:00 PM
274,-117.05,32.58,tech,83.1,107,11/27/2023 5:00:00 PM
275,-117.9,33.87,furniture,71.4,854,11/19/2023 4:00:00 PM
276,-117.23,32.87,tech,55.5,128,11/12/2023 4:00:00 PM
277,-122.08,37.88,tech,46.4,290,11/13/2023 7:00:00 PM
278,-118.21,33.8,tech,94.6,502,11/4/2023 5:00:00 PM
279,-122.08,37.64,tech,82.6,147,11/23/2023 7:00:00 PM
280,-118.38,34.14,furniture,59.2,1859,11/28/2023 3:00:00 PM
281,-118.2,33.8,furniture,68.7,2848,11/19/2023 3:00:00 PM
282,-117.62,33.43,toy,60.2,14,11/12/2023 5:00:00 PM
283,-122.11,37.4,toy,83.5,5,11/26/2023 4:00:00 PM
284,-122.84,38.98,furniture,70.2,4452,11/2/2023 6:00:00 PM
285,-121.26,38.27,toy,78,5,11/15/2023 7:00:00 PM
286,-116.89,33.73,furniture,56.7,1498,11/2/2023 6:00:00 PM
287,-122.67,38.44,furniture,87.1,3294,11/18/2023 7:00:00 PM
288,-117.94,33.87,furniture,77.5,1572,11/24/2023 8:00:00 PM
289,-118.14,34.69,toy,86.6,7,11/18/2023 9:00:00 PM
290,-122.4,37.59,tech,85.4,993,11/2/2023 5:00:00 PM
291,-118.08,33.84,toy,85.5,15,11/27/2023 9:00:00 PM
292,-116.36,33.78,furniture,71.2,3594,11/21/2023 6:00:00 PM
293,-117.94,33.85,tech,86.4,200,11/9/2023 4:00:00 PM
294,-117.47,33.94,furniture,69.5,964,11/27/2023 5:00:00 PM
295,-117.64,33.65,tech,100,194,11/16/2023 2:00:00 PM
296,-118.5,34.24,toy,75.1,6,11/5/2023 7:00:00 PM
297,-118.19,33.78,toy,80.3,7,11/28/2023 2:00:00 PM
298,-117.66,34.12,furniture,89.1,812,11/21/2023 5:00:00 PM
299,-122.3,37.97,tech,78.5,472,11/16/2023 4:00:00 PM
300,-122.14,37.68,furniture,92.5,3559,11/15/2023 3:00:00 PM
301,-118.26,33.94,tech,81.1,694,11/8/2023 5:00:00 PM
302,-118.23,33.93,tech,72,209,11/1/2023 6:00:00 PM
303,-120.96,38.66,toy,62.5,12,11/17/2023 9:00:00 PM
304,-117.84,35.35,toy,83.3,19,11/23/2023 6:00:00 PM
305,-119.16,34.2,toy,70.6,13,11/8/2023 4:00:00 PM
306,-122.65,38.23,furniture,80.3,3178,11/27/2023 4:00:00 PM
307,-121.88,37.37,toy,71.8,11,11/15/2023 6:00:00 PM
308,-118.4,34.04,toy,91.1,18,11/16/2023 3:00:00 PM
309,-118.27,34.11,furniture,77.2,1762,11/2/2023 7:00:00 PM
310,-118.44,34.3,furniture,94.3,810,11/1/2023 3:00:00 PM
311,-121.77,37.68,tech,79.5,601,11/29/2023 4:00:00 PM
312,-119.99,38.88,toy,80.6,16,11/30/2023 4:00:00 PM
313,-118.36,33.96,furniture,81,1926,11/4/2023 3:00:00 PM
314,-118.32,33.97,toy,79.7,14,11/3/2023 6:00:00 PM
315,-118.27,34.27,furniture,62.2,865,11/4/2023 4:00:00 PM
316,-116.81,33.9,furniture,60.8,201,11/2/2023 5:00:00 PM
317,-118.39,33.96,toy,87.6,18,11/24/2023 4:00:00 PM
318,-118.07,33.91,furniture,81.7,1322,11/26/2023 5:00:00 PM
319,-118.35,34.22,toy,92.3,5,11/7/2023 6:00:00 PM
320,-118.43,34.02,furniture,78.8,2837,11/28/2023 4:00:00 PM
321,-121.73,37.68,tech,93.4,281,11/3/2023 7:00:00 PM
322,-117.31,32.98,tech,45.7,171,11/13/2023 6:00:00 PM
324,-119.69,34.38,tech,94,574,11/14/2023 5:00:00 PM
325,-122.07,38,furniture,79.8,1986,11/15/2023 9:00:00 PM
326,-118.05,34.16,tech,87.4,609,11/4/2023 5:00:00 PM
327,-122.07,37.66,toy,76.5,6,11/6/2023 5:00:00 PM
328,-121.8,37.27,tech,78,868,11/30/2023 7:00:00 PM
329,-122.69,38.34,tech,58.5,988,11/2/2023 8:00:00 PM
330,-117.08,32.7,tech,65.1,306,11/8/2023 5:00:00 PM
331,-119.76,36.73,tech,88,927,11/16/2023 6:00:00 PM
332,-118.37,34.05,toy,85.5,18,11/18/2023 5:00:00 PM
333,-122.7,38.35,toy,61.6,12,11/21/2023 5:00:00 PM
334,-118.13,34.01,tech,64.1,221,11/9/2023 6:00:00 PM
335,-119.35,36.21,furniture,84.6,2726,11/18/2023 5:00:00 PM
336,-117.67,34.03,tech,89.9,576,11/9/2023 5:00:00 PM
337,-117.97,34.15,tech,90.4,800,11/14/2023 5:00:00 PM
338,-118.08,34.08,tech,82,168,11/10/2023 4:00:00 PM
339,-121.23,38.78,furniture,39.6,4576,11/3/2023 12:00:00 PM
340,-118.2,34.02,toy,75.2,8,11/15/2023 1:00:00 PM
341,-118.17,34.02,toy,86.2,18,11/17/2023 6:00:00 PM
342,-117.8,34.06,furniture,91.4,3100,11/29/2023 7:00:00 PM
343,-118.3,33.97,furniture,92.8,1156,11/19/2023 6:00:00 PM
344,-122.47,37.69,tech,71.2,333,11/8/2023 2:00:00 PM
345,-118.2,33.96,furniture,72.9,3413,11/2/2023 6:00:00 PM
346,-117.13,32.91,tech,73.9,512,11/13/2023 3:00:00 PM
347,-119.77,36.81,toy,98.7,10,11/20/2023 5:00:00 PM
348,-118.47,34.25,tech,98.4,915,11/18/2023 5:00:00 PM
350,-118.5,34.17,toy,88.8,11,11/23/2023 6:00:00 PM
351,-122.24,37.49,tech,79.1,211,11/15/2023 3:00:00 PM
352,-117.15,32.93,toy,55.4,15,11/13/2023 4:00:00 PM
353,-120.85,37.77,furniture,70.1,443,11/26/2023 4:00:00 PM
354,-122.25,37.83,toy,69.1,8,11/27/2023 6:00:00 PM
355,-118.33,33.77,tech,80.4,618,11/15/2023 8:00:00 PM
356,-124.15,40.78,toy,64.4,8,11/26/2023 6:00:00 PM
357,-117.94,33.79,tech,81.5,901,11/5/2023 6:00:00 PM
358,-121.59,39.15,furniture,67.8,2061,11/14/2023 5:00:00 PM
359,-122.69,38.44,tech,88.5,389,11/8/2023 6:00:00 PM
360,-122.51,38.76,tech,72.2,489,11/9/2023 6:00:00 PM
361,-117.89,33.61,toy,60.9,19,11/29/2023 6:00:00 PM
362,-117.19,32.77,furniture,63,4744,11/8/2023 5:00:00 PM
363,-117.15,32.75,furniture,59.3,2766,11/19/2023 6:00:00 PM
364,-122.21,37.48,furniture,94.9,2487,11/14/2023 7:00:00 PM
365,-118.25,33.79,toy,62.6,9,11/4/2023 4:00:00 PM
366,-120.49,40.31,furniture,68.4,2985,11/6/2023 6:00:00 PM
367,-118.3,33.74,tech,84,427,11/23/2023 4:00:00 PM
368,-117.14,32.7,toy,65.6,17,11/19/2023 8:00:00 PM
369,-121.3,37.97,toy,52,6,11/21/2023 5:00:00 PM
370,-119.78,36.75,tech,82.7,473,11/24/2023 7:00:00 PM
371,-118.38,34.18,tech,91.4,243,11/3/2023 11:00:00 PM
373,-118.3,33.73,furniture,77.4,1783,11/20/2023 7:00:00 PM
374,-118.44,33.99,toy,74.1,17,11/13/2023 4:00:00 PM
375,-117.48,34.08,toy,66.7,18,11/19/2023 8:00:00 PM
376,-122.35,37.97,furniture,82.6,4449,11/15/2023 7:00:00 PM
377,-119.71,34.41,toy,100,19,11/5/2023 7:00:00 PM
378,-116.92,32.81,tech,55.4,938,11/23/2023 6:00:00 PM
379,-122.11,37.66,furniture,62.3,3776,11/28/2023 6:00:00 PM
380,-117.41,33.94,tech,87.1,197,11/28/2023 3:00:00 PM
381,-122.45,37.74,toy,55.8,9,11/2/2023 7:00:00 PM
382,-118.36,33.8,toy,68.8,8,11/6/2023 7:00:00 PM
383,-121.66,36.68,furniture,89.7,2847,11/14/2023 7:00:00 PM
385,-118.29,34.05,tech,99,681,11/29/2023 2:00:00 PM
386,-119.82,34.43,tech,100,365,11/19/2023 6:00:00 PM
387,-119.34,36.22,tech,95.8,850,11/13/2023 6:00:00 PM
388,-121.5,38.61,tech,59.9,621,11/2/2023 7:00:00 PM
389,-121.88,37.46,toy,94.3,13,11/22/2023 1:00:00 PM
391,-122.17,37.73,furniture,86.7,2092,11/10/2023 9:00:00 PM
392,-122.22,37.85,tech,85.8,132,11/21/2023 9:00:00 PM
393,-117.2,32.83,toy,49.1,16,11/7/2023 5:00:00 PM
394,-120.69,35.49,furniture,100,1108,11/14/2023 6:00:00 PM
